Input Number, Run_Number, Result@ 100, XP, Y, X, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-12, Run: 031, F, 0, 0, 0, 200, 70, 7, 130, 193, 123
INVAR-12, Run: 032, F, 0, 0, 0, 200, 70, 15, 130, 185, 115
INVAR-12, Run: 033, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 034, F, 0, 0, 0, 200, 70, 15, 130, 185, 115
INVAR-12, Run: 035, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 036, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 037, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 038, F, 0, 0, 0, 200, 70, 14, 130, 186, 116
INVAR-12, Run: 039, F, 0, 0, 0, 200, 70, 8, 130, 192, 122
INVAR-12, Run: 040, F, 0, 0, 0, 200, 70, 9, 130, 191, 121
INVAR-12, Run: 041, F, 0, 0, 0, 200, 70, 16, 130, 184, 114
INVAR-12, Run: 042, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 043, F, 0, 0, 0, 200, 70, 6, 130, 194, 124
INVAR-12, Run: 044, F, 0, 0, 0, 200, 70, 16, 130, 184, 114
INVAR-12, Run: 045, F, 0, 0, 0, 200, 70, 16, 130, 184, 114
INVAR-12, Run: 046, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 047, F, 0, 0, 0, 200, 70, 8, 130, 192, 122
INVAR-12, Run: 048, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 049, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 050, F, 0, 0, 0, 200, 70, 16, 130, 184, 114
INVAR-12, Run: 051, F, 0, 0, 0, 200, 70, 18, 130, 182, 112
INVAR-12, Run: 052, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 053, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 054, F, 0, 0, 0, 200, 70, 8, 130, 192, 122
INVAR-12, Run: 055, F, 0, 0, 0, 200, 70, 14, 130, 186, 116
INVAR-12, Run: 056, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 057, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 058, F, 0, 0, 0, 200, 70, 8, 130, 192, 122
INVAR-12, Run: 059, F, 0, 0, 0, 200, 70, 22, 130, 178, 108
INVAR-12, Run: 060, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 061, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 062, F, 0, 0, 0, 200, 70, 18, 130, 182, 112
INVAR-12, Run: 063, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 064, F, 0, 0, 0, 200, 70, 17, 130, 183, 113
INVAR-12, Run: 065, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 066, F, 0, 0, 0, 200, 70, 7, 130, 193, 123
INVAR-12, Run: 067, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 068, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 069, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 070, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 071, F, 0, 0, 0, 200, 70, 14, 130, 186, 116
INVAR-12, Run: 072, F, 0, 0, 0, 200, 70, 15, 130, 185, 115
INVAR-12, Run: 073, F, 0, 0, 0, 200, 70, 7, 130, 193, 123
INVAR-12, Run: 074, F, 0, 0, 0, 200, 70, 15, 130, 185, 115
INVAR-12, Run: 075, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 076, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 077, F, 0, 0, 0, 200, 70, 8, 130, 192, 122
INVAR-12, Run: 078, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 079, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 080, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-12, Run: 081, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 082, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 083, F, 0, 0, 0, 200, 70, 14, 130, 186, 116
INVAR-12, Run: 084, F, 0, 0, 0, 200, 70, 17, 130, 183, 113
INVAR-12, Run: 085, F, 0, 0, 0, 200, 70, 9, 130, 191, 121
INVAR-12, Run: 086, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 087, F, 0, 0, 0, 200, 70, 18, 130, 182, 112
INVAR-12, Run: 088, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 089, F, 0, 0, 0, 200, 70, 6, 130, 194, 124
INVAR-12, Run: 090, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 091, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 092, F, 0, 0, 0, 200, 70, 11, 130, 189, 119
INVAR-12, Run: 093, F, 0, 0, 0, 200, 70, 9, 130, 191, 121
INVAR-12, Run: 094, F, 0, 0, 0, 200, 70, 9, 130, 191, 121
INVAR-12, Run: 095, F, 0, 0, 0, 200, 70, 10, 130, 190, 120
INVAR-12, Run: 096, F, 0, 0, 0, 200, 70, 14, 130, 186, 116
INVAR-12, Run: 097, F, 0, 0, 0, 200, 70, 13, 130, 187, 117
INVAR-12, Run: 098, F, 0, 0, 0, 200, 70, 19, 130, 181, 111
INVAR-12, Run: 099, F, 0, 0, 0, 200, 70, 15, 130, 185, 115
INVAR-12, Run: 100, F, 0, 0, 0, 200, 70, 12, 130, 188, 118
INVAR-13, Run: 001, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 002, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 003, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 004, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 005, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 006, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 007, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 008, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 009, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 010, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 011, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 012, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 013, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 014, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 015, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 016, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 017, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 018, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 019, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 020, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 021, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 022, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 023, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 024, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 025, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 026, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 027, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 028, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 029, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 030, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 031, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 032, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 033, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 034, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 035, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 036, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 037, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 038, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 039, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 040, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 041, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 042, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 043, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 044, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 045, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 046, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 047, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 048, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 049, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 050, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 051, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 052, F, 0, 0, 0, 18, 13, 4, 5, 14, 1
INVAR-13, Run: 053, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 054, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 055, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 056, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 057, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 058, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 059, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 060, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 061, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 062, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 063, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 064, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 065, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 066, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 067, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 068, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 069, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 070, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 071, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 072, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 073, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 074, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 075, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 076, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 077, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 078, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 079, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 080, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 081, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 082, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 083, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 084, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 085, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 086, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 087, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 088, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 089, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 090, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 091, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 092, F, 0, 0, 0, 18, 13, 3, 5, 15, 2
INVAR-13, Run: 093, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 094, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 095, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 096, F, 0, 0, 0, 18, 13, 2, 5, 16, 3
INVAR-13, Run: 097, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 098, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-13, Run: 099, F, 0, 0, 0, 18, 13, 1, 5, 17, 4
INVAR-13, Run: 100, P, 0, 0, 0, 18, 13, 0, 5, 18, 5
INVAR-14, Run: 001, F, 7, 0, 0, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 002, F, 7, 0, 0, 93, 0, 23, 93, 63, 63
INVAR-14, Run: 003, F, 7, 0, 0, 93, 0, 23, 93, 63, 63
INVAR-14, Run: 004, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 005, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 006, F, 7, 0, 0, 93, 0, 12, 93, 74, 74
INVAR-14, Run: 007, F, 7, 0, 0, 93, 0, 19, 93, 67, 67
INVAR-14, Run: 008, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 009, F, 7, 0, 0, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 010, F, 7, 0, 0, 93, 0, 27, 93, 59, 59
INVAR-14, Run: 011, F, 7, 0, 0, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 012, F, 7, 0, 0, 93, 0, 33, 93, 53, 53
INVAR-14, Run: 013, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 014, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 015, F, 7, 0, 0, 93, 0, 34, 93, 52, 52
INVAR-14, Run: 016, F, 7, 0, 0, 93, 0, 25, 93, 61, 61
INVAR-14, Run: 017, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 018, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 019, F, 7, 0, 0, 93, 0, 27, 93, 59, 59
INVAR-14, Run: 020, F, 7, 0, 0, 93, 0, 27, 93, 59, 59
INVAR-14, Run: 021, F, 7, 0, 0, 93, 0, 31, 93, 55, 55
INVAR-14, Run: 022, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 023, F, 7, 0, 0, 93, 0, 20, 93, 66, 66
INVAR-14, Run: 024, F, 7, 0, 0, 93, 0, 12, 93, 74, 74
INVAR-14, Run: 025, F, 7, 0, 0, 93, 0, 29, 93, 57, 57
INVAR-14, Run: 026, F, 7, 0, 0, 93, 0, 33, 93, 53, 53
INVAR-14, Run: 027, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 028, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 029, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 030, F, 7, 0, 0, 93, 0, 16, 93, 70, 70
INVAR-14, Run: 031, F, 7, 0, 0, 93, 0, 19, 93, 67, 67
INVAR-14, Run: 032, F, 7, 0, 0, 93, 0, 33, 93, 53, 53
INVAR-14, Run: 033, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 034, F, 7, 0, 0, 93, 0, 30, 93, 56, 56
INVAR-14, Run: 035, F, 7, 0, 0, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 036, F, 7, 0, 0, 93, 0, 23, 93, 63, 63
INVAR-14, Run: 037, F, 7, 0, 0, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 038, F, 7, 0, 0, 93, 0, 16, 93, 70, 70
INVAR-14, Run: 039, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 040, F, 7, 0, 0, 93, 0, 20, 93, 66, 66
INVAR-14, Run: 041, F, 7, 0, 0, 93, 0, 27, 93, 59, 59
INVAR-14, Run: 042, F, 7, 0, 0, 93, 0, 32, 93, 54, 54
INVAR-14, Run: 043, F, 7, 0, 0, 93, 0, 36, 93, 50, 50
INVAR-14, Run: 044, F, 7, 0, 0, 93, 0, 21, 93, 65, 65
INVAR-14, Run: 045, F, 7, 0, 0, 93, 0, 19, 93, 67, 67
INVAR-14, Run: 046, F, 7, 0, 0, 93, 0, 14, 93, 72, 72
INVAR-14, Run: 047, F, 7, 0, 0, 93, 0, 16, 93, 70, 70
INVAR-14, Run: 048, F, 7, 0, 0, 93, 0, 20, 93, 66, 66
INVAR-14, Run: 049, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 050, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 051, F, 7, 0, 0, 93, 0, 13, 93, 73, 73
INVAR-14, Run: 052, F, 7, 0, 0, 93, 0, 19, 93, 67, 67
INVAR-14, Run: 053, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 054, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 055, F, 7, 0, 0, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 056, F, 7, 0, 0, 93, 0, 27, 93, 59, 59
INVAR-14, Run: 057, F, 7, 0, 0, 93, 0, 29, 93, 57, 57
INVAR-14, Run: 058, F, 7, 0, 0, 93, 0, 21, 93, 65, 65
INVAR-14, Run: 059, F, 7, 0, 0, 93, 0, 11, 93, 75, 75
INVAR-14, Run: 060, F, 7, 0, 0, 93, 0, 30, 93, 56, 56
INVAR-14, Run: 061, F, 7, 0, 0, 93, 0, 14, 93, 72, 72
INVAR-14, Run: 062, F, 7, 0, 0, 93, 0, 34, 93, 52, 52
INVAR-14, Run: 063, F, 7, 0, 0, 93, 0, 37, 93, 49, 49
INVAR-14, Run: 064, F, 7, 0, 0, 93, 0, 31, 93, 55, 55
INVAR-14, Run: 065, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 066, F, 7, 0, 0, 93, 0, 29, 93, 57, 57
INVAR-14, Run: 067, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 068, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 069, F, 7, 0, 0, 93, 0, 20, 93, 66, 66
INVAR-14, Run: 070, F, 7, 0, 0, 93, 0, 21, 93, 65, 65
INVAR-14, Run: 071, F, 7, 0, 0, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 072, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 073, F, 7, 0, 0, 93, 0, 20, 93, 66, 66
INVAR-14, Run: 074, F, 7, 0, 0, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 075, F, 7, 0, 0, 93, 0, 22, 93, 64, 64
INVAR-14, Run: 076, F, 7, 0, 0, 93, 0, 16, 93, 70, 70
INVAR-14, Run: 077, F, 7, 0, 0, 93, 0, 25, 93, 61, 61
INVAR-14, Run: 078, F, 7, 0, 0, 93, 0, 25, 93, 61, 61
INVAR-14, Run: 079, F, 7, 0, 0, 93, 0, 14, 93, 72, 72
INVAR-14, Run: 080, F, 7, 0, 0, 93, 0, 30, 93, 56, 56
INVAR-14, Run: 081, F, 7, 0, 0, 93, 0, 33, 93, 53, 53
INVAR-14, Run: 082, F, 7, 0, 0, 93, 0, 31, 93, 55, 55
INVAR-14, Run: 083, F, 7, 0, 0, 93, 0, 23, 93, 63, 63
INVAR-14, Run: 084, F, 7, 0, 0, 93, 0, 12, 93, 74, 74
INVAR-14, Run: 085, F, 7, 0, 0, 93, 0, 11, 93, 75, 75
INVAR-14, Run: 086, F, 7, 0, 0, 93, 0, 21, 93, 65, 65
INVAR-14, Run: 087, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 088, F, 7, 0, 0, 93, 0, 31, 93, 55, 55
INVAR-14, Run: 089, F, 7, 0, 0, 93, 0, 31, 93, 55, 55
INVAR-14, Run: 090, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 091, F, 7, 0, 0, 93, 0, 30, 93, 56, 56
INVAR-14, Run: 092, F, 7, 0, 0, 93, 0, 15, 93, 71, 71
INVAR-14, Run: 093, F, 7, 0, 0, 93, 0, 28, 93, 58, 58
INVAR-14, Run: 094, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 095, F, 7, 0, 0, 93, 0, 14, 93, 72, 72
INVAR-14, Run: 096, F, 7, 0, 0, 93, 0, 25, 93, 61, 61
INVAR-14, Run: 097, F, 7, 0, 0, 93, 0, 24, 93, 62, 62
INVAR-14, Run: 098, F, 7, 0, 0, 93, 0, 19, 93, 67, 67
INVAR-14, Run: 099, F, 7, 0, 0, 93, 0, 26, 93, 60, 60
INVAR-14, Run: 100, F, 7, 0, 0, 93, 0, 30, 93, 56, 56
INVAR-15, Run: 001, F, 11, 0, 0, 173, 0, 47, 173, 115, 115
INVAR-15, Run: 002, F, 11, 0, 0, 173, 0, 52, 173, 110, 110
INVAR-15, Run: 003, F, 11, 0, 0, 173, 0, 45, 173, 117, 117
INVAR-15, Run: 004, F, 11, 0, 0, 173, 0, 62, 173, 100, 100
INVAR-15, Run: 005, F, 11, 0, 0, 173, 0, 56, 173, 106, 106
INVAR-15, Run: 006, F, 11, 0, 0, 173, 0, 24, 173, 138, 138
INVAR-15, Run: 007, F, 11, 0, 0, 173, 0, 50, 173, 112, 112
INVAR-15, Run: 008, F, 11, 0, 0, 173, 0, 34, 173, 128, 128
INVAR-15, Run: 009, F, 11, 0, 0, 173, 0, 33, 173, 129, 129
INVAR-15, Run: 010, F, 11, 0, 0, 173, 0, 19, 173, 143, 143
INVAR-15, Run: 011, F, 11, 0, 0, 173, 0, 31, 173, 131, 131
INVAR-15, Run: 012, F, 11, 0, 0, 173, 0, 42, 173, 120, 120
INVAR-15, Run: 013, F, 11, 0, 0, 173, 0, 43, 173, 119, 119
INVAR-15, Run: 014, F, 11, 0, 0, 173, 0, 57, 173, 105, 105
INVAR-15, Run: 015, F, 11, 0, 0, 173, 0, 24, 173, 138, 138
INVAR-15, Run: 016, F, 11, 0, 0, 173, 0, 23, 173, 139, 139
INVAR-15, Run: 017, F, 11, 0, 0, 173, 0, 62, 173, 100, 100
INVAR-15, Run: 018, F, 11, 0, 0, 173, 0, 41, 173, 121, 121
INVAR-15, Run: 019, F, 11, 0, 0, 173, 0, 43, 173, 119, 119
INVAR-15, Run: 020, F, 11, 0, 0, 173, 0, 49, 173, 113, 113
INVAR-15, Run: 021, F, 11, 0, 0, 173, 0, 39, 173, 123, 123
INVAR-15, Run: 022, F, 11, 0, 0, 173, 0, 35, 173, 127, 127
INVAR-15, Run: 023, F, 11, 0, 0, 173, 0, 36, 173, 126, 126
INVAR-15, Run: 024, F, 11, 0, 0, 173, 0, 34, 173, 128, 128
INVAR-15, Run: 025, F, 11, 0, 0, 173, 0, 41, 173, 121, 121
INVAR-15, Run: 026, F, 11, 0, 0, 173, 0, 49, 173, 113, 113
INVAR-15, Run: 027, F, 11, 0, 0, 173, 0, 37, 173, 125, 125
INVAR-15, Run: 028, F, 11, 0, 0, 173, 0, 27, 173, 135, 135
INVAR-15, Run: 029, F, 11, 0, 0, 173, 0, 34, 173, 128, 128
INVAR-15, Run: 030, F, 11, 0, 0, 173, 0, 44, 173, 118, 118
INVAR-15, Run: 031, F, 11, 0, 0, 173, 0, 56, 173, 106, 106
INVAR-15, Run: 032, F, 11, 0, 0, 173, 0, 38, 173, 124, 124
INVAR-15, Run: 033, F, 11, 0, 0, 173, 0, 54, 173, 108, 108
INVAR-15, Run: 034, F, 11, 0, 0, 173, 0, 47, 173, 115, 115
INVAR-15, Run: 035, F, 11, 0, 0, 173, 0, 40, 173, 122, 122
INVAR-15, Run: 036, F, 11, 0, 0, 173, 0, 18, 173, 144, 144
INVAR-15, Run: 037, F, 11, 0, 0, 173, 0, 24, 173, 138, 138
INVAR-15, Run: 038, F, 11, 0, 0, 173, 0, 55, 173, 107, 107
INVAR-15, Run: 039, F, 11, 0, 0, 173, 0, 53, 173, 109, 109
INVAR-15, Run: 040, F, 11, 0, 0, 173, 0, 46, 173, 116, 116
INVAR-15, Run: 041, F, 11, 0, 0, 173, 0, 33, 173, 129, 129
INVAR-15, Run: 042, F, 11, 0, 0, 173, 0, 27, 173, 135, 135
INVAR-15, Run: 043, F, 11, 0, 0, 173, 0, 46, 173, 116, 116
INVAR-15, Run: 044, F, 11, 0, 0, 173, 0, 52, 173, 110, 110
INVAR-15, Run: 045, F, 11, 0, 0, 173, 0, 51, 173, 111, 111
INVAR-15, Run: 046, F, 11, 0, 0, 173, 0, 45, 173, 117, 117
INVAR-15, Run: 047, F, 11, 0, 0, 173, 0, 47, 173, 115, 115
INVAR-15, Run: 048, F, 11, 0, 0, 173, 0, 35, 173, 127, 127
INVAR-15, Run: 049, F, 11, 0, 0, 173, 0, 27, 173, 135, 135
INVAR-15, Run: 050, F, 11, 0, 0, 173, 0, 43, 173, 119, 119
INVAR-15, Run: 051, F, 11, 0, 0, 173, 0, 53, 173, 109, 109
INVAR-15, Run: 052, F, 11, 0, 0, 173, 0, 48, 173, 114, 114
INVAR-15, Run: 053, F, 11, 0, 0, 173, 0, 41, 173, 121, 121
INVAR-15, Run: 054, F, 11, 0, 0, 173, 0, 34, 173, 128, 128
INVAR-15, Run: 055, F, 11, 0, 0, 173, 0, 34, 173, 128, 128
INVAR-15, Run: 056, F, 11, 0, 0, 173, 0, 66, 173, 96, 96
INVAR-15, Run: 057, F, 11, 0, 0, 173, 0, 39, 173, 123, 123
INVAR-15, Run: 058, F, 11, 0, 0, 173, 0, 43, 173, 119, 119
INVAR-15, Run: 059, F, 11, 0, 0, 173, 0, 37, 173, 125, 125
INVAR-15, Run: 060, F, 11, 0, 0, 173, 0, 42, 173, 120, 120
INVAR-15, Run: 061, F, 11, 0, 0, 173, 0, 36, 173, 126, 126
