Input Number, Run_Number, Result@ 100, Y, X, XP, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-12, Run: 031, P, 0, 0, 42, 130, 0, 112, 130, 88, 88
INVAR-12, Run: 032, P, 0, 0, 17, 130, 0, 87, 130, 113, 113
INVAR-12, Run: 033, P, 0, 0, 30, 130, 0, 100, 130, 100, 100
INVAR-12, Run: 034, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 035, P, 0, 0, 33, 130, 0, 103, 130, 97, 97
INVAR-12, Run: 036, P, 0, 0, 38, 130, 0, 108, 130, 92, 92
INVAR-12, Run: 037, P, 0, 0, 18, 130, 0, 88, 130, 112, 112
INVAR-12, Run: 038, P, 0, 0, 19, 130, 0, 89, 130, 111, 111
INVAR-12, Run: 039, P, 0, 0, 14, 130, 0, 84, 130, 116, 116
INVAR-12, Run: 040, P, 0, 0, 22, 130, 0, 92, 130, 108, 108
INVAR-12, Run: 041, P, 0, 0, 33, 130, 0, 103, 130, 97, 97
INVAR-12, Run: 042, P, 0, 0, 22, 130, 0, 92, 130, 108, 108
INVAR-12, Run: 043, P, 0, 0, 40, 130, 0, 110, 130, 90, 90
INVAR-12, Run: 044, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 045, P, 0, 0, 38, 130, 0, 108, 130, 92, 92
INVAR-12, Run: 046, P, 0, 0, 27, 130, 0, 97, 130, 103, 103
INVAR-12, Run: 047, P, 0, 0, 21, 130, 0, 91, 130, 109, 109
INVAR-12, Run: 048, P, 0, 0, 35, 130, 0, 105, 130, 95, 95
INVAR-12, Run: 049, P, 0, 0, 25, 130, 0, 95, 130, 105, 105
INVAR-12, Run: 050, P, 0, 0, 23, 130, 0, 93, 130, 107, 107
INVAR-12, Run: 051, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 052, P, 0, 0, 26, 130, 0, 96, 130, 104, 104
INVAR-12, Run: 053, P, 0, 0, 29, 130, 0, 99, 130, 101, 101
INVAR-12, Run: 054, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 055, P, 0, 0, 16, 130, 0, 86, 130, 114, 114
INVAR-12, Run: 056, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 057, P, 0, 0, 20, 130, 0, 90, 130, 110, 110
INVAR-12, Run: 058, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 059, P, 0, 0, 31, 130, 0, 101, 130, 99, 99
INVAR-12, Run: 060, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 061, P, 0, 0, 29, 130, 0, 99, 130, 101, 101
INVAR-12, Run: 062, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 063, P, 0, 0, 31, 130, 0, 101, 130, 99, 99
INVAR-12, Run: 064, P, 0, 0, 25, 130, 0, 95, 130, 105, 105
INVAR-12, Run: 065, P, 0, 0, 38, 130, 0, 108, 130, 92, 92
INVAR-12, Run: 066, P, 0, 0, 24, 130, 0, 94, 130, 106, 106
INVAR-12, Run: 067, P, 0, 0, 31, 130, 0, 101, 130, 99, 99
INVAR-12, Run: 068, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 069, P, 0, 0, 18, 130, 0, 88, 130, 112, 112
INVAR-12, Run: 070, P, 0, 0, 34, 130, 0, 104, 130, 96, 96
INVAR-12, Run: 071, P, 0, 0, 25, 130, 0, 95, 130, 105, 105
INVAR-12, Run: 072, P, 0, 0, 48, 130, 0, 118, 130, 82, 82
INVAR-12, Run: 073, P, 0, 0, 24, 130, 0, 94, 130, 106, 106
INVAR-12, Run: 074, P, 0, 0, 31, 130, 0, 101, 130, 99, 99
INVAR-12, Run: 075, P, 0, 0, 33, 130, 0, 103, 130, 97, 97
INVAR-12, Run: 076, P, 0, 0, 20, 130, 0, 90, 130, 110, 110
INVAR-12, Run: 077, P, 0, 0, 39, 130, 0, 109, 130, 91, 91
INVAR-12, Run: 078, P, 0, 0, 24, 130, 0, 94, 130, 106, 106
INVAR-12, Run: 079, P, 0, 0, 16, 130, 0, 86, 130, 114, 114
INVAR-12, Run: 080, P, 0, 0, 24, 130, 0, 94, 130, 106, 106
INVAR-12, Run: 081, P, 0, 0, 29, 130, 0, 99, 130, 101, 101
INVAR-12, Run: 082, P, 0, 0, 38, 130, 0, 108, 130, 92, 92
INVAR-12, Run: 083, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 084, P, 0, 0, 40, 130, 0, 110, 130, 90, 90
INVAR-12, Run: 085, P, 0, 0, 26, 130, 0, 96, 130, 104, 104
INVAR-12, Run: 086, P, 0, 0, 27, 130, 0, 97, 130, 103, 103
INVAR-12, Run: 087, P, 0, 0, 27, 130, 0, 97, 130, 103, 103
INVAR-12, Run: 088, P, 0, 0, 27, 130, 0, 97, 130, 103, 103
INVAR-12, Run: 089, P, 0, 0, 32, 130, 0, 102, 130, 98, 98
INVAR-12, Run: 090, P, 0, 0, 37, 130, 0, 107, 130, 93, 93
INVAR-12, Run: 091, P, 0, 0, 20, 130, 0, 90, 130, 110, 110
INVAR-12, Run: 092, P, 0, 0, 33, 130, 0, 103, 130, 97, 97
INVAR-12, Run: 093, P, 0, 0, 26, 130, 0, 96, 130, 104, 104
INVAR-12, Run: 094, P, 0, 0, 28, 130, 0, 98, 130, 102, 102
INVAR-12, Run: 095, P, 0, 0, 36, 130, 0, 106, 130, 94, 94
INVAR-12, Run: 096, P, 0, 0, 19, 130, 0, 89, 130, 111, 111
INVAR-12, Run: 097, P, 0, 0, 25, 130, 0, 95, 130, 105, 105
INVAR-12, Run: 098, P, 0, 0, 29, 130, 0, 99, 130, 101, 101
INVAR-12, Run: 099, P, 0, 0, 38, 130, 0, 108, 130, 92, 92
INVAR-12, Run: 100, P, 0, 0, 32, 130, 0, 102, 130, 98, 98
INVAR-13, Run: 001, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 002, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 003, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 004, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 005, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 006, P, 0, 0, 0, 6, 1, 12, 5, 6, 5
INVAR-13, Run: 007, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 008, P, 0, 0, 0, 6, 1, 12, 5, 6, 5
INVAR-13, Run: 009, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 010, P, 0, 0, 0, 6, 1, 12, 5, 6, 5
INVAR-13, Run: 011, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 012, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 013, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 014, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 015, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 016, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 017, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 018, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 019, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 020, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 021, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 022, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 023, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 024, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 025, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 026, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 027, P, 0, 0, 0, 6, 1, 12, 5, 6, 5
INVAR-13, Run: 028, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 029, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 030, P, 0, 0, 1, 5, 0, 14, 5, 4, 4
INVAR-13, Run: 031, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 032, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 033, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 034, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 035, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 036, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 037, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 038, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 039, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 040, P, 0, 0, 0, 13, 8, 5, 5, 13, 5
INVAR-13, Run: 041, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 042, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 043, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 044, P, 0, 0, 1, 5, 0, 14, 5, 4, 4
INVAR-13, Run: 045, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 046, P, 0, 0, 0, 5, 0, 13, 5, 5, 5
INVAR-13, Run: 047, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 048, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 049, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 050, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 051, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 052, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 053, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 054, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 055, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 056, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 057, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 058, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 059, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 060, P, 0, 0, 0, 14, 9, 4, 5, 14, 5
INVAR-13, Run: 061, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 062, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 063, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 064, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 065, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 066, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 067, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 068, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 069, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 070, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 071, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 072, P, 0, 0, 1, 5, 0, 14, 5, 4, 4
INVAR-13, Run: 073, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 074, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 075, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 076, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 077, P, 0, 0, 0, 6, 1, 12, 5, 6, 5
INVAR-13, Run: 078, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 079, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 080, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-13, Run: 081, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 082, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 083, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 084, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 085, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 086, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 087, P, 0, 0, 0, 10, 5, 8, 5, 10, 5
INVAR-13, Run: 088, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 089, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 090, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 091, P, 0, 0, 2, 5, 0, 15, 5, 3, 3
INVAR-13, Run: 092, P, 0, 0, 0, 5, 0, 13, 5, 5, 5
INVAR-13, Run: 093, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 094, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 095, P, 0, 0, 0, 9, 4, 9, 5, 9, 5
INVAR-13, Run: 096, P, 0, 0, 0, 8, 3, 10, 5, 8, 5
INVAR-13, Run: 097, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 098, P, 0, 0, 0, 7, 2, 11, 5, 7, 5
INVAR-13, Run: 099, P, 0, 0, 0, 11, 6, 7, 5, 11, 5
INVAR-13, Run: 100, P, 0, 0, 0, 12, 7, 6, 5, 12, 5
INVAR-14, Run: 001, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 002, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 003, P, 0, 0, 42, 93, 0, 35, 93, 51, 51
INVAR-14, Run: 004, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 005, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 006, P, 0, 0, 42, 93, 0, 35, 93, 51, 51
INVAR-14, Run: 007, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 008, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 009, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 010, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 011, P, 0, 0, 58, 93, 0, 51, 93, 35, 35
INVAR-14, Run: 012, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 013, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 014, P, 0, 0, 60, 93, 0, 53, 93, 33, 33
INVAR-14, Run: 015, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 016, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 017, P, 0, 0, 58, 93, 0, 51, 93, 35, 35
INVAR-14, Run: 018, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 019, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 020, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 021, P, 0, 0, 47, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 022, P, 0, 0, 44, 93, 0, 37, 93, 49, 49
INVAR-14, Run: 023, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 024, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 025, P, 0, 0, 47, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 026, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 027, P, 0, 0, 46, 93, 0, 39, 93, 47, 47
INVAR-14, Run: 028, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 029, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 030, P, 0, 0, 43, 93, 0, 36, 93, 50, 50
INVAR-14, Run: 031, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 032, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 033, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 034, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 035, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 036, P, 0, 0, 47, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 037, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 038, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 039, P, 0, 0, 45, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 040, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 041, P, 0, 0, 46, 93, 0, 39, 93, 47, 47
INVAR-14, Run: 042, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 043, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 044, P, 0, 0, 59, 93, 0, 52, 93, 34, 34
INVAR-14, Run: 045, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 046, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 047, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 048, P, 0, 0, 39, 93, 0, 32, 93, 54, 54
INVAR-14, Run: 049, P, 0, 0, 45, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 050, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 051, P, 0, 0, 50, 93, 0, 43, 93, 43, 43
INVAR-14, Run: 052, P, 0, 0, 47, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 053, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 054, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 055, P, 0, 0, 47, 93, 0, 40, 93, 46, 46
INVAR-14, Run: 056, P, 0, 0, 55, 93, 0, 48, 93, 38, 38
INVAR-14, Run: 057, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 058, P, 0, 0, 58, 93, 0, 51, 93, 35, 35
INVAR-14, Run: 059, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 060, P, 0, 0, 44, 93, 0, 37, 93, 49, 49
INVAR-14, Run: 061, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 062, P, 0, 0, 46, 93, 0, 39, 93, 47, 47
INVAR-14, Run: 063, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 064, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 065, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 066, P, 0, 0, 43, 93, 0, 36, 93, 50, 50
INVAR-14, Run: 067, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 068, P, 0, 0, 57, 93, 0, 50, 93, 36, 36
INVAR-14, Run: 069, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 070, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 071, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 072, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 073, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 074, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 075, P, 0, 0, 50, 93, 0, 43, 93, 43, 43
INVAR-14, Run: 076, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 077, P, 0, 0, 39, 93, 0, 32, 93, 54, 54
INVAR-14, Run: 078, P, 0, 0, 41, 93, 0, 34, 93, 52, 52
INVAR-14, Run: 079, P, 0, 0, 40, 93, 0, 33, 93, 53, 53
INVAR-14, Run: 080, P, 0, 0, 45, 93, 0, 38, 93, 48, 48
INVAR-14, Run: 081, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 082, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 083, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 084, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 085, P, 0, 0, 65, 93, 0, 58, 93, 28, 28
INVAR-14, Run: 086, P, 0, 0, 58, 93, 0, 51, 93, 35, 35
INVAR-14, Run: 087, P, 0, 0, 54, 93, 0, 47, 93, 39, 39
INVAR-14, Run: 088, P, 0, 0, 43, 93, 0, 36, 93, 50, 50
INVAR-14, Run: 089, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 090, P, 0, 0, 56, 93, 0, 49, 93, 37, 37
INVAR-14, Run: 091, P, 0, 0, 49, 93, 0, 42, 93, 44, 44
INVAR-14, Run: 092, P, 0, 0, 51, 93, 0, 44, 93, 42, 42
INVAR-14, Run: 093, P, 0, 0, 58, 93, 0, 51, 93, 35, 35
INVAR-14, Run: 094, P, 0, 0, 37, 93, 0, 30, 93, 56, 56
INVAR-14, Run: 095, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-14, Run: 096, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 097, P, 0, 0, 52, 93, 0, 45, 93, 41, 41
INVAR-14, Run: 098, P, 0, 0, 53, 93, 0, 46, 93, 40, 40
INVAR-14, Run: 099, P, 0, 0, 46, 93, 0, 39, 93, 47, 47
INVAR-14, Run: 100, P, 0, 0, 48, 93, 0, 41, 93, 45, 45
INVAR-15, Run: 001, P, 0, 0, 86, 173, 0, 75, 173, 87, 87
INVAR-15, Run: 002, P, 0, 0, 84, 173, 0, 73, 173, 89, 89
INVAR-15, Run: 003, P, 0, 0, 93, 173, 0, 82, 173, 80, 80
INVAR-15, Run: 004, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 005, P, 0, 0, 90, 173, 0, 79, 173, 83, 83
INVAR-15, Run: 006, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 007, P, 0, 0, 90, 173, 0, 79, 173, 83, 83
INVAR-15, Run: 008, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 009, P, 0, 0, 87, 173, 0, 76, 173, 86, 86
INVAR-15, Run: 010, P, 0, 0, 87, 173, 0, 76, 173, 86, 86
INVAR-15, Run: 011, P, 0, 0, 84, 173, 0, 73, 173, 89, 89
INVAR-15, Run: 012, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 013, P, 0, 0, 100, 173, 0, 89, 173, 73, 73
INVAR-15, Run: 014, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 015, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 016, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 017, P, 0, 0, 95, 173, 0, 84, 173, 78, 78
INVAR-15, Run: 018, P, 0, 0, 99, 173, 0, 88, 173, 74, 74
INVAR-15, Run: 019, P, 0, 0, 95, 173, 0, 84, 173, 78, 78
INVAR-15, Run: 020, P, 0, 0, 94, 173, 0, 83, 173, 79, 79
INVAR-15, Run: 021, P, 0, 0, 94, 173, 0, 83, 173, 79, 79
INVAR-15, Run: 022, P, 0, 0, 97, 173, 0, 86, 173, 76, 76
INVAR-15, Run: 023, P, 0, 0, 86, 173, 0, 75, 173, 87, 87
INVAR-15, Run: 024, P, 0, 0, 88, 173, 0, 77, 173, 85, 85
INVAR-15, Run: 025, P, 0, 0, 88, 173, 0, 77, 173, 85, 85
INVAR-15, Run: 026, P, 0, 0, 101, 173, 0, 90, 173, 72, 72
INVAR-15, Run: 027, P, 0, 0, 91, 173, 0, 80, 173, 82, 82
INVAR-15, Run: 028, P, 0, 0, 94, 173, 0, 83, 173, 79, 79
INVAR-15, Run: 029, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 030, P, 0, 0, 99, 173, 0, 88, 173, 74, 74
INVAR-15, Run: 031, P, 0, 0, 88, 173, 0, 77, 173, 85, 85
INVAR-15, Run: 032, P, 0, 0, 95, 173, 0, 84, 173, 78, 78
INVAR-15, Run: 033, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 034, P, 0, 0, 91, 173, 0, 80, 173, 82, 82
INVAR-15, Run: 035, P, 0, 0, 86, 173, 0, 75, 173, 87, 87
INVAR-15, Run: 036, P, 0, 0, 83, 173, 0, 72, 173, 90, 90
INVAR-15, Run: 037, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 038, P, 0, 0, 104, 173, 0, 93, 173, 69, 69
INVAR-15, Run: 039, P, 0, 0, 91, 173, 0, 80, 173, 82, 82
INVAR-15, Run: 040, P, 0, 0, 91, 173, 0, 80, 173, 82, 82
INVAR-15, Run: 041, P, 0, 0, 89, 173, 0, 78, 173, 84, 84
INVAR-15, Run: 042, P, 0, 0, 81, 173, 0, 70, 173, 92, 92
INVAR-15, Run: 043, P, 0, 0, 89, 173, 0, 78, 173, 84, 84
INVAR-15, Run: 044, P, 0, 0, 91, 173, 0, 80, 173, 82, 82
INVAR-15, Run: 045, P, 0, 0, 106, 173, 0, 95, 173, 67, 67
INVAR-15, Run: 046, P, 0, 0, 86, 173, 0, 75, 173, 87, 87
INVAR-15, Run: 047, P, 0, 0, 93, 173, 0, 82, 173, 80, 80
INVAR-15, Run: 048, P, 0, 0, 92, 173, 0, 81, 173, 81, 81
INVAR-15, Run: 049, P, 0, 0, 94, 173, 0, 83, 173, 79, 79
INVAR-15, Run: 050, P, 0, 0, 103, 173, 0, 92, 173, 70, 70
INVAR-15, Run: 051, P, 0, 0, 107, 173, 0, 96, 173, 66, 66
INVAR-15, Run: 052, P, 0, 0, 96, 173, 0, 85, 173, 77, 77
INVAR-15, Run: 053, P, 0, 0, 95, 173, 0, 84, 173, 78, 78
INVAR-15, Run: 054, P, 0, 0, 88, 173, 0, 77, 173, 85, 85
INVAR-15, Run: 055, P, 0, 0, 84, 173, 0, 73, 173, 89, 89
INVAR-15, Run: 056, P, 0, 0, 89, 173, 0, 78, 173, 84, 84
INVAR-15, Run: 057, P, 0, 0, 83, 173, 0, 72, 173, 90, 90
INVAR-15, Run: 058, P, 0, 0, 101, 173, 0, 90, 173, 72, 72
INVAR-15, Run: 059, P, 0, 0, 90, 173, 0, 79, 173, 83, 83
INVAR-15, Run: 060, P, 0, 0, 95, 173, 0, 84, 173, 78, 78
INVAR-15, Run: 061, P, 0, 0, 88, 173, 0, 77, 173, 85, 85
